checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_duration,percent_of_income,years_at_residence,age,other_credit,housing,existing_loans_count,job,dependents,phone,default,age_group,loan_to_income,risk_flag
1 - 200 DM,42,very good,car,9283,< 100 DM,unemployed,1,2,55,bank,other,1,management,1,yes,0,Middle Age,9283.0,Normal
1 - 200 DM,15,perfect,car,1778,< 100 DM,< 1 year,2,1,26,none,rent,2,unemployed,1,no,1,Adult,889.0,Normal
1 - 200 DM,8,good,business,907,< 100 DM,< 1 year,3,2,26,none,own,1,skilled,1,yes,0,Adult,302.3333333333333,Normal
1 - 200 DM,6,good,furniture/appliances,484,< 100 DM,4 - 7 years,3,3,28,bank,own,1,unskilled,1,no,0,Adult,161.33333333333334,Normal
< 0 DM,36,critical,car,9629,< 100 DM,4 - 7 years,4,4,24,none,own,2,skilled,1,yes,1,Young,2407.25,High Risk
< 0 DM,48,good,furniture/appliances,3051,< 100 DM,1 - 4 years,3,4,54,none,own,1,skilled,1,no,1,Middle Age,1017.0,High Risk
< 0 DM,48,good,car,3931,< 100 DM,4 - 7 years,4,4,46,none,other,1,skilled,2,no,1,Middle Age,982.75,High Risk
1 - 200 DM,36,poor,car,7432,< 100 DM,1 - 4 years,2,2,54,none,rent,1,skilled,1,no,0,Middle Age,3716.0,Normal
Missing,6,good,furniture/appliances,1338,500 - 1000 DM,1 - 4 years,1,4,62,none,own,1,skilled,1,no,0,Senior,1338.0,Normal
Missing,6,critical,furniture/appliances,1554,< 100 DM,4 - 7 years,1,2,24,none,rent,2,skilled,1,yes,0,Young,1554.0,Normal
< 0 DM,36,good,car0,15857,< 100 DM,unemployed,2,3,43,none,own,1,management,1,no,0,Middle Age,7928.5,High Risk
< 0 DM,18,good,furniture/appliances,1345,< 100 DM,1 - 4 years,4,3,26,bank,own,1,skilled,1,no,1,Adult,336.25,High Risk
Missing,12,good,car,1101,< 100 DM,1 - 4 years,3,2,27,none,own,2,skilled,1,yes,0,Adult,367.0,Normal
> 200 DM,12,good,furniture/appliances,3016,< 100 DM,1 - 4 years,3,1,24,none,own,1,skilled,1,no,0,Young,1005.3333333333334,Normal
< 0 DM,36,good,furniture/appliances,2712,< 100 DM,> 7 years,2,2,41,bank,own,1,skilled,2,no,1,Middle Age,1356.0,High Risk
< 0 DM,8,critical,car,731,< 100 DM,> 7 years,4,4,47,none,own,2,unskilled,1,no,0,Middle Age,182.75,High Risk
Missing,18,critical,furniture/appliances,3780,< 100 DM,< 1 year,3,2,35,none,own,2,management,1,yes,0,Adult,1260.0,Normal
< 0 DM,21,critical,car,1602,< 100 DM,> 7 years,4,3,30,none,own,2,skilled,1,yes,0,Adult,400.5,High Risk
< 0 DM,18,critical,car,3966,< 100 DM,> 7 years,1,4,33,bank,rent,3,skilled,1,yes,1,Adult,3966.0,High Risk
Missing,18,perfect,business,4165,< 100 DM,1 - 4 years,2,2,36,store,own,2,skilled,2,no,1,Adult,2082.5,Normal
< 0 DM,36,good,car,8335,Missing,> 7 years,3,4,47,none,other,1,skilled,1,no,1,Middle Age,2778.3333333333335,Normal
1 - 200 DM,48,poor,business,6681,Missing,1 - 4 years,4,4,38,none,other,1,skilled,2,yes,0,Adult,1670.25,Normal
Missing,24,poor,business,2375,500 - 1000 DM,1 - 4 years,4,2,44,none,own,2,skilled,2,yes,0,Middle Age,593.75,Normal
< 0 DM,18,good,car,1216,< 100 DM,< 1 year,4,3,23,none,rent,1,skilled,1,yes,1,Young,304.0,High Risk
< 0 DM,45,perfect,business,11816,< 100 DM,> 7 years,2,4,29,none,rent,2,skilled,1,no,1,Adult,5908.0,High Risk
1 - 200 DM,24,good,furniture/appliances,5084,Missing,> 7 years,2,4,42,none,own,1,skilled,1,yes,0,Middle Age,2542.0,Normal
> 200 DM,15,good,furniture/appliances,2327,< 100 DM,< 1 year,2,3,25,none,own,1,unskilled,1,no,1,Young,1163.5,Normal
< 0 DM,12,perfect,car,1082,< 100 DM,1 - 4 years,4,4,48,bank,own,2,skilled,1,no,1,Middle Age,270.5,High Risk
Missing,12,good,furniture/appliances,886,Missing,1 - 4 years,4,2,21,none,own,1,skilled,1,no,0,Young,221.5,Normal
Missing,4,good,furniture/appliances,601,< 100 DM,< 1 year,1,3,23,none,rent,1,unskilled,2,no,0,Young,601.0,Normal
< 0 DM,24,critical,car,2957,< 100 DM,> 7 years,4,4,63,none,own,2,skilled,1,yes,0,Senior,739.25,High Risk
Missing,24,critical,furniture/appliances,2611,< 100 DM,> 7 years,4,3,46,none,own,2,skilled,1,no,0,Middle Age,652.75,Normal
< 0 DM,36,good,furniture/appliances,5179,< 100 DM,4 - 7 years,4,2,29,none,own,1,skilled,1,no,1,Adult,1294.75,High Risk
Missing,21,poor,car,2993,< 100 DM,1 - 4 years,3,2,28,store,own,2,unskilled,1,no,0,Adult,997.6666666666666,Normal
Missing,18,good,renovations,1943,< 100 DM,< 1 year,4,4,23,none,own,1,skilled,1,no,1,Young,485.75,Normal
Missing,24,very good,business,1559,< 100 DM,4 - 7 years,4,4,50,bank,own,1,skilled,1,yes,0,Middle Age,389.75,Normal
Missing,18,good,furniture/appliances,3422,< 100 DM,> 7 years,4,4,47,bank,own,3,skilled,2,yes,0,Middle Age,855.5,Normal
1 - 200 DM,21,good,furniture/appliances,3976,Missing,4 - 7 years,2,3,35,none,own,1,skilled,1,yes,0,Adult,1988.0,Normal
Missing,18,good,car,6761,Missing,1 - 4 years,2,4,68,none,rent,2,skilled,1,no,1,Senior,3380.5,Normal
Missing,24,good,car,1249,< 100 DM,< 1 year,4,2,28,none,own,1,skilled,1,no,0,Adult,312.25,Normal
< 0 DM,9,good,furniture/appliances,1364,< 100 DM,4 - 7 years,3,4,59,none,own,1,skilled,1,no,0,Middle Age,454.6666666666667,High Risk
< 0 DM,12,good,furniture/appliances,709,< 100 DM,> 7 years,4,4,57,store,own,1,unskilled,1,no,1,Middle Age,177.25,High Risk
< 0 DM,20,critical,car,2235,< 100 DM,1 - 4 years,4,2,33,bank,rent,2,skilled,1,no,1,Adult,558.75,High Risk
Missing,24,critical,car,4042,Missing,4 - 7 years,3,4,43,none,own,2,skilled,1,yes,0,Middle Age,1347.3333333333333,Normal
Missing,15,critical,furniture/appliances,1471,< 100 DM,1 - 4 years,4,4,35,none,other,2,skilled,1,yes,0,Adult,367.75,Normal
< 0 DM,18,very good,car,1442,< 100 DM,4 - 7 years,4,4,32,none,other,2,unskilled,2,no,1,Adult,360.5,High Risk
Missing,36,poor,car,10875,< 100 DM,> 7 years,2,2,45,none,own,2,skilled,2,yes,0,Middle Age,5437.5,Normal
Missing,24,good,car,1474,100 - 500 DM,< 1 year,4,3,33,none,own,1,skilled,1,yes,0,Adult,368.5,Normal
Missing,10,good,education,894,Missing,4 - 7 years,4,3,40,none,own,1,skilled,1,yes,0,Adult,223.5,Normal
Missing,15,critical,furniture/appliances,3343,< 100 DM,1 - 4 years,4,2,28,none,other,1,skilled,1,yes,0,Adult,835.75,Normal
< 0 DM,15,good,car,3959,< 100 DM,1 - 4 years,3,2,29,none,own,1,skilled,1,yes,1,Adult,1319.6666666666667,High Risk
Missing,9,good,car,3577,100 - 500 DM,1 - 4 years,1,2,26,none,rent,1,skilled,2,no,0,Adult,3577.0,Normal
Missing,24,critical,car,5804,> 1000 DM,1 - 4 years,4,2,27,none,own,2,skilled,1,no,0,Adult,1451.0,Normal
Missing,18,poor,business,2169,< 100 DM,1 - 4 years,4,2,28,none,own,1,skilled,1,yes,1,Adult,542.25,Normal
< 0 DM,24,good,furniture/appliances,2439,< 100 DM,< 1 year,4,4,35,none,own,1,skilled,1,yes,1,Adult,609.75,High Risk
Missing,27,critical,furniture/appliances,4526,> 1000 DM,< 1 year,4,2,32,store,own,2,unskilled,2,yes,0,Adult,1131.5,Normal
Missing,10,good,furniture/appliances,2210,< 100 DM,1 - 4 years,2,2,25,bank,rent,1,unskilled,1,no,1,Young,1105.0,Normal
Missing,15,good,furniture/appliances,2221,500 - 1000 DM,1 - 4 years,2,4,20,none,rent,1,skilled,1,no,0,Young,1110.5,Normal
< 0 DM,18,good,furniture/appliances,2389,< 100 DM,< 1 year,4,1,27,store,own,1,skilled,1,no,0,Adult,597.25,High Risk
Missing,12,critical,furniture/appliances,3331,< 100 DM,> 7 years,2,4,42,store,own,1,skilled,1,no,0,Middle Age,1665.5,Normal
Missing,36,good,business,7409,Missing,> 7 years,3,2,37,none,own,2,skilled,1,no,0,Adult,2469.6666666666665,Normal
< 0 DM,12,good,furniture/appliances,652,< 100 DM,> 7 years,4,4,24,none,rent,1,skilled,1,no,0,Young,163.0,High Risk
Missing,36,poor,furniture/appliances,7678,500 - 1000 DM,4 - 7 years,2,4,40,none,own,2,skilled,1,yes,0,Adult,3839.0,Normal
> 200 DM,6,critical,car,1343,< 100 DM,> 7 years,1,4,46,none,own,2,skilled,2,no,0,Middle Age,1343.0,Normal
< 0 DM,24,critical,business,1382,100 - 500 DM,4 - 7 years,4,1,26,none,own,2,skilled,1,yes,0,Adult,345.5,Normal
Missing,15,good,furniture/appliances,874,Missing,< 1 year,4,1,24,none,own,1,skilled,1,no,0,Young,218.5,Normal
< 0 DM,12,good,furniture/appliances,3590,< 100 DM,1 - 4 years,2,2,29,none,own,1,unskilled,2,no,0,Adult,1795.0,High Risk
1 - 200 DM,11,critical,car,1322,> 1000 DM,1 - 4 years,4,4,40,none,own,2,skilled,1,no,0,Adult,330.5,Normal
< 0 DM,18,very good,furniture/appliances,1940,< 100 DM,< 1 year,3,4,36,bank,other,1,management,1,yes,0,Adult,646.6666666666666,High Risk
Missing,36,good,furniture/appliances,3595,< 100 DM,> 7 years,4,2,28,none,own,1,skilled,1,no,0,Adult,898.75,Normal
< 0 DM,9,good,car,1422,< 100 DM,< 1 year,3,2,27,none,other,1,management,1,yes,1,Adult,474.0,High Risk
Missing,30,critical,furniture/appliances,6742,Missing,4 - 7 years,2,3,36,none,own,2,skilled,1,no,0,Adult,3371.0,Normal
Missing,24,good,car,7814,< 100 DM,4 - 7 years,3,3,38,none,own,1,management,1,yes,0,Adult,2604.6666666666665,Normal
Missing,24,good,car,9277,Missing,1 - 4 years,2,4,48,none,other,1,skilled,1,yes,0,Middle Age,4638.5,Normal
1 - 200 DM,30,critical,car,2181,Missing,> 7 years,4,4,36,none,own,2,skilled,1,no,0,Adult,545.25,Normal
Missing,18,critical,furniture/appliances,1098,< 100 DM,unemployed,4,4,65,none,own,2,unemployed,1,no,0,Senior,274.5,Normal
1 - 200 DM,24,good,furniture/appliances,4057,< 100 DM,4 - 7 years,3,3,43,none,own,1,skilled,1,yes,1,Middle Age,1352.3333333333333,Normal
< 0 DM,12,good,education,795,< 100 DM,< 1 year,4,4,53,none,own,1,skilled,1,no,1,Middle Age,198.75,High Risk
1 - 200 DM,24,critical,business,2825,Missing,4 - 7 years,4,3,34,none,own,2,skilled,2,yes,0,Adult,706.25,Normal
1 - 200 DM,48,good,business,15672,< 100 DM,1 - 4 years,2,2,23,none,own,1,skilled,1,yes,1,Young,7836.0,Normal
Missing,36,critical,car,6614,< 100 DM,> 7 years,4,4,34,none,own,2,management,1,yes,0,Adult,1653.5,Normal
Missing,28,very good,car,7824,Missing,< 1 year,3,4,40,bank,rent,2,skilled,2,yes,0,Adult,2608.0,Normal
< 0 DM,27,critical,business,2442,< 100 DM,> 7 years,4,4,43,store,own,4,management,2,yes,0,Middle Age,610.5,High Risk
Missing,15,critical,furniture/appliances,1829,< 100 DM,> 7 years,4,4,46,none,own,2,skilled,1,yes,0,Middle Age,457.25,Normal
< 0 DM,12,critical,car,2171,< 100 DM,1 - 4 years,4,4,38,bank,own,2,unskilled,1,no,0,Adult,542.75,High Risk
1 - 200 DM,36,critical,car,5800,< 100 DM,1 - 4 years,3,4,34,none,own,2,skilled,1,yes,0,Adult,1933.3333333333333,Normal
Missing,18,critical,furniture/appliances,1169,Missing,1 - 4 years,4,3,29,none,own,2,skilled,1,yes,0,Adult,292.25,Normal
Missing,36,poor,car,8947,Missing,4 - 7 years,3,2,31,store,own,1,management,2,yes,0,Adult,2982.3333333333335,Normal
< 0 DM,21,good,furniture/appliances,2606,< 100 DM,< 1 year,4,4,28,none,rent,1,management,1,yes,0,Adult,651.5,High Risk
Missing,12,critical,furniture/appliances,1592,> 1000 DM,4 - 7 years,3,2,35,none,own,1,skilled,1,no,0,Adult,530.6666666666666,Normal
Missing,15,good,furniture/appliances,2186,Missing,4 - 7 years,1,4,33,bank,rent,1,unskilled,1,no,0,Adult,2186.0,Normal
< 0 DM,18,good,furniture/appliances,4153,< 100 DM,1 - 4 years,2,3,42,none,own,1,skilled,1,no,1,Middle Age,2076.5,High Risk
< 0 DM,16,critical,car,2625,< 100 DM,> 7 years,2,4,43,bank,rent,1,skilled,1,yes,1,Middle Age,1312.5,High Risk
Missing,20,critical,car,3485,Missing,< 1 year,2,4,44,none,own,2,skilled,1,yes,0,Middle Age,1742.5,Normal
Missing,36,critical,car,10477,Missing,> 7 years,2,4,42,none,other,2,skilled,1,no,0,Middle Age,5238.5,Normal
Missing,15,good,furniture/appliances,1386,Missing,1 - 4 years,4,2,40,none,rent,1,skilled,1,yes,0,Adult,346.5,Normal
Missing,24,good,furniture/appliances,1278,< 100 DM,> 7 years,4,1,36,none,own,1,management,1,yes,0,Adult,319.5,Normal
< 0 DM,12,good,furniture/appliances,1107,< 100 DM,1 - 4 years,2,2,20,none,rent,1,management,2,yes,0,Young,553.5,High Risk
< 0 DM,21,good,car,3763,Missing,4 - 7 years,2,2,24,none,own,1,unskilled,1,no,0,Young,1881.5,Normal
1 - 200 DM,36,good,education,3711,Missing,1 - 4 years,2,2,27,none,own,1,skilled,1,no,0,Adult,1855.5,Normal
Missing,15,poor,car,3594,< 100 DM,< 1 year,1,2,46,none,own,2,unskilled,1,no,0,Middle Age,3594.0,Normal
1 - 200 DM,9,good,car,3195,Missing,1 - 4 years,1,2,33,none,own,1,unskilled,1,no,0,Adult,3195.0,Normal
Missing,36,poor,furniture/appliances,4454,< 100 DM,1 - 4 years,4,4,34,none,own,2,skilled,1,no,0,Adult,1113.5,Normal
1 - 200 DM,24,critical,furniture/appliances,4736,< 100 DM,< 1 year,2,4,25,bank,own,1,unskilled,1,no,1,Young,2368.0,Normal
1 - 200 DM,30,good,furniture/appliances,2991,Missing,> 7 years,2,4,25,none,own,1,skilled,1,no,0,Young,1495.5,Normal
Missing,11,good,business,2142,> 1000 DM,> 7 years,1,2,28,none,own,1,skilled,1,yes,0,Adult,2142.0,Normal
< 0 DM,24,very good,business,3161,< 100 DM,1 - 4 years,4,2,31,none,rent,1,skilled,1,yes,1,Adult,790.25,High Risk
1 - 200 DM,48,perfect,car0,18424,< 100 DM,1 - 4 years,1,2,32,bank,own,1,management,1,yes,1,Adult,18424.0,Normal
Missing,10,good,car,2848,100 - 500 DM,1 - 4 years,1,2,32,none,own,1,skilled,2,no,0,Adult,2848.0,Normal
< 0 DM,6,good,car,14896,< 100 DM,> 7 years,1,4,68,bank,own,1,management,1,yes,1,Senior,14896.0,High Risk
< 0 DM,24,good,furniture/appliances,2359,100 - 500 DM,unemployed,1,1,33,none,own,1,skilled,1,no,1,Adult,2359.0,Normal
< 0 DM,24,good,furniture/appliances,3345,< 100 DM,> 7 years,4,2,39,none,rent,1,management,1,yes,1,Adult,836.25,High Risk
Missing,18,critical,furniture/appliances,1817,< 100 DM,1 - 4 years,4,2,28,none,own,2,skilled,1,no,0,Adult,454.25,Normal
Missing,48,poor,furniture/appliances,12749,500 - 1000 DM,4 - 7 years,4,1,37,none,own,1,management,1,yes,0,Adult,3187.25,Normal
< 0 DM,9,good,furniture/appliances,1366,< 100 DM,< 1 year,3,4,22,none,rent,1,skilled,1,no,1,Young,455.3333333333333,High Risk
1 - 200 DM,12,good,car,2002,< 100 DM,4 - 7 years,3,4,30,none,rent,1,skilled,2,yes,0,Adult,667.3333333333334,Normal
< 0 DM,24,very good,furniture/appliances,6872,< 100 DM,< 1 year,2,1,55,bank,own,1,skilled,1,yes,1,Middle Age,3436.0,High Risk
< 0 DM,12,very good,car,697,< 100 DM,< 1 year,4,2,46,bank,own,2,skilled,1,yes,1,Middle Age,174.25,High Risk
< 0 DM,18,critical,furniture/appliances,1049,< 100 DM,< 1 year,4,4,21,none,rent,1,skilled,1,no,0,Young,262.25,High Risk
< 0 DM,48,good,car,10297,< 100 DM,4 - 7 years,4,4,39,store,other,3,skilled,2,yes,1,Adult,2574.25,High Risk
Missing,30,good,furniture/appliances,1867,Missing,> 7 years,4,4,58,none,own,1,skilled,1,yes,0,Middle Age,466.75,Normal
< 0 DM,12,poor,car,1344,< 100 DM,1 - 4 years,4,2,43,none,own,2,unskilled,2,no,0,Middle Age,336.0,High Risk
< 0 DM,24,good,furniture/appliances,1747,< 100 DM,< 1 year,4,1,24,none,own,1,unskilled,1,no,0,Young,436.75,High Risk
1 - 200 DM,9,good,furniture/appliances,1670,< 100 DM,< 1 year,4,2,22,none,own,1,skilled,1,yes,1,Young,417.5,Normal
Missing,9,critical,car,1224,< 100 DM,1 - 4 years,3,1,30,none,own,2,skilled,1,no,0,Adult,408.0,Normal
Missing,12,critical,furniture/appliances,522,500 - 1000 DM,> 7 years,4,4,42,none,own,2,skilled,2,yes,0,Middle Age,130.5,Normal
< 0 DM,12,good,furniture/appliances,1498,< 100 DM,1 - 4 years,4,1,23,bank,own,1,skilled,1,no,0,Young,374.5,High Risk
1 - 200 DM,30,poor,furniture/appliances,1919,100 - 500 DM,< 1 year,4,3,30,store,own,2,management,1,no,1,Adult,479.75,Normal
> 200 DM,9,good,furniture/appliances,745,< 100 DM,1 - 4 years,3,2,28,none,own,1,unskilled,1,no,1,Adult,248.33333333333334,Normal
1 - 200 DM,6,good,furniture/appliances,2063,< 100 DM,< 1 year,4,3,30,none,rent,1,management,1,yes,0,Adult,515.75,Normal
1 - 200 DM,60,good,education,6288,< 100 DM,1 - 4 years,4,4,42,none,other,1,skilled,1,no,1,Middle Age,1572.0,Normal
Missing,24,critical,car,6842,Missing,1 - 4 years,2,4,46,none,own,2,management,2,yes,0,Middle Age,3421.0,Normal
Missing,12,good,car,3527,Missing,< 1 year,2,3,45,none,own,1,management,2,yes,0,Middle Age,1763.5,Normal
Missing,10,good,car,1546,< 100 DM,1 - 4 years,3,2,31,none,own,1,unskilled,2,no,0,Adult,515.3333333333334,Normal
Missing,24,good,furniture/appliances,929,Missing,4 - 7 years,4,2,31,store,own,1,skilled,1,yes,0,Adult,232.25,Normal
Missing,4,critical,car,1455,< 100 DM,4 - 7 years,2,1,42,none,own,3,unskilled,2,no,0,Middle Age,727.5,Normal
< 0 DM,15,good,furniture/appliances,1845,< 100 DM,< 1 year,4,1,46,none,rent,1,skilled,1,no,0,Middle Age,461.25,High Risk
1 - 200 DM,48,perfect,car,8358,500 - 1000 DM,< 1 year,1,1,30,none,own,2,skilled,1,no,0,Adult,8358.0,Normal
< 0 DM,24,very good,furniture/appliances,3349,500 - 1000 DM,< 1 year,4,4,30,none,other,1,skilled,2,yes,1,Adult,837.25,Normal
Missing,12,good,car,2859,Missing,unemployed,4,4,38,none,own,1,management,1,yes,0,Adult,714.75,Normal
Missing,18,good,furniture/appliances,1533,< 100 DM,< 1 year,4,1,43,none,own,1,unskilled,2,no,1,Middle Age,383.25,Normal
Missing,24,good,furniture/appliances,3621,100 - 500 DM,> 7 years,2,4,31,none,own,2,skilled,1,no,1,Adult,1810.5,Normal
1 - 200 DM,18,critical,business,3590,< 100 DM,unemployed,3,3,40,none,own,3,unemployed,2,yes,0,Adult,1196.6666666666667,Normal
< 0 DM,36,poor,business,2145,< 100 DM,4 - 7 years,2,1,24,none,own,2,skilled,1,yes,1,Young,1072.5,High Risk
1 - 200 DM,24,good,car,4113,500 - 1000 DM,< 1 year,3,4,28,none,rent,1,skilled,1,no,1,Adult,1371.0,Normal
Missing,36,good,furniture/appliances,10974,< 100 DM,unemployed,4,2,26,none,own,2,management,1,yes,1,Adult,2743.5,Normal
< 0 DM,12,good,car,1893,< 100 DM,1 - 4 years,4,4,29,none,own,1,skilled,1,yes,0,Adult,473.25,High Risk
< 0 DM,24,critical,furniture/appliances,1231,> 1000 DM,> 7 years,4,4,57,none,rent,2,management,1,yes,0,Middle Age,307.75,Normal
> 200 DM,30,critical,furniture/appliances,3656,Missing,> 7 years,4,4,49,store,own,2,unskilled,1,no,0,Middle Age,914.0,Normal
1 - 200 DM,9,critical,furniture/appliances,1154,< 100 DM,> 7 years,2,4,37,none,own,3,unskilled,1,no,0,Adult,577.0,Normal
< 0 DM,28,good,car,4006,< 100 DM,1 - 4 years,3,2,45,none,own,1,unskilled,1,no,1,Middle Age,1335.3333333333333,High Risk
1 - 200 DM,24,good,furniture/appliances,3069,100 - 500 DM,> 7 years,4,4,30,none,other,1,skilled,1,no,0,Adult,767.25,Normal
Missing,6,critical,furniture/appliances,1740,< 100 DM,> 7 years,2,2,30,none,rent,2,skilled,1,no,0,Adult,870.0,Normal
1 - 200 DM,21,poor,car,2353,< 100 DM,1 - 4 years,1,4,47,none,own,2,skilled,1,no,0,Middle Age,2353.0,Normal
Missing,15,good,car,3556,Missing,1 - 4 years,3,2,29,none,own,1,skilled,1,no,0,Adult,1185.3333333333333,Normal
Missing,24,good,furniture/appliances,2397,500 - 1000 DM,> 7 years,3,2,35,bank,own,2,skilled,1,yes,1,Adult,799.0,Normal
1 - 200 DM,6,good,renovations,454,< 100 DM,< 1 year,3,1,22,none,own,1,unskilled,1,no,0,Young,151.33333333333334,Normal
1 - 200 DM,30,good,furniture/appliances,1715,Missing,1 - 4 years,4,1,26,none,own,1,skilled,1,no,0,Adult,428.75,Normal
1 - 200 DM,27,critical,furniture/appliances,2520,500 - 1000 DM,1 - 4 years,4,2,23,none,own,2,unskilled,1,no,1,Young,630.0,Normal
Missing,15,good,furniture/appliances,3568,< 100 DM,> 7 years,4,2,54,bank,rent,1,management,1,yes,0,Middle Age,892.0,Normal
Missing,42,good,furniture/appliances,7166,Missing,4 - 7 years,2,4,29,none,rent,1,skilled,1,yes,0,Adult,3583.0,Normal
< 0 DM,11,critical,car,3939,< 100 DM,1 - 4 years,1,2,40,none,own,2,unskilled,2,no,0,Adult,3939.0,High Risk
1 - 200 DM,15,good,renovations,1514,100 - 500 DM,1 - 4 years,4,2,22,none,own,1,skilled,1,no,0,Young,378.5,Normal
Missing,24,good,car,7393,< 100 DM,1 - 4 years,1,4,43,none,own,1,unskilled,2,no,0,Middle Age,7393.0,Normal
< 0 DM,24,very good,car,1193,< 100 DM,unemployed,1,4,29,none,rent,2,unemployed,1,no,1,Adult,1193.0,High Risk
< 0 DM,60,good,business,7297,< 100 DM,> 7 years,4,4,36,none,rent,1,skilled,1,no,1,Adult,1824.25,High Risk
Missing,30,critical,furniture/appliances,2831,< 100 DM,1 - 4 years,4,2,33,none,own,1,skilled,1,yes,0,Adult,707.75,Normal
> 200 DM,24,good,furniture/appliances,1258,500 - 1000 DM,1 - 4 years,3,3,57,none,own,1,unskilled,1,no,0,Middle Age,419.3333333333333,Normal
1 - 200 DM,6,good,furniture/appliances,753,< 100 DM,1 - 4 years,2,3,64,none,own,1,skilled,1,no,0,Senior,376.5,Normal
1 - 200 DM,18,poor,business,2427,Missing,> 7 years,4,2,42,none,own,2,skilled,1,no,0,Middle Age,606.75,Normal
Missing,24,poor,car,2538,< 100 DM,> 7 years,4,4,47,none,own,2,unskilled,2,no,1,Middle Age,634.5,Normal
1 - 200 DM,15,very good,car,1264,100 - 500 DM,1 - 4 years,2,2,25,none,rent,1,skilled,1,no,1,Young,632.0,Normal
1 - 200 DM,30,critical,furniture/appliances,8386,< 100 DM,4 - 7 years,2,2,49,none,own,1,skilled,1,no,1,Middle Age,4193.0,Normal
Missing,48,good,business,4844,< 100 DM,unemployed,3,2,33,bank,rent,1,management,1,yes,1,Adult,1614.6666666666667,Normal
> 200 DM,21,good,car,2923,100 - 500 DM,1 - 4 years,1,1,28,bank,own,1,management,1,yes,0,Adult,2923.0,Normal
< 0 DM,36,good,car,8229,< 100 DM,1 - 4 years,2,2,26,none,own,1,skilled,2,no,1,Adult,4114.5,High Risk
Missing,24,critical,furniture/appliances,2028,< 100 DM,4 - 7 years,2,2,30,none,own,2,unskilled,1,no,0,Adult,1014.0,Normal
< 0 DM,15,critical,furniture/appliances,1433,< 100 DM,1 - 4 years,4,3,25,none,rent,2,skilled,1,no,0,Young,358.25,High Risk
> 200 DM,42,perfect,business,6289,< 100 DM,< 1 year,2,1,33,none,own,2,skilled,1,no,0,Adult,3144.5,Normal
Missing,13,good,furniture/appliances,1409,100 - 500 DM,unemployed,2,4,64,none,own,1,skilled,1,no,0,Senior,704.5,Normal
< 0 DM,24,good,car,6579,< 100 DM,unemployed,4,2,29,none,other,1,management,1,yes,0,Adult,1644.75,High Risk
1 - 200 DM,24,critical,furniture/appliances,1743,< 100 DM,> 7 years,4,2,48,none,own,2,unskilled,1,no,0,Middle Age,435.75,Normal
Missing,12,critical,education,3565,Missing,< 1 year,2,1,37,none,own,2,unskilled,2,no,0,Adult,1782.5,Normal
Missing,15,very good,furniture/appliances,1569,100 - 500 DM,> 7 years,4,4,34,bank,own,1,unskilled,2,no,0,Adult,392.25,Normal
< 0 DM,18,good,furniture/appliances,1936,Missing,4 - 7 years,2,4,23,none,rent,2,unskilled,1,no,0,Young,968.0,Normal
< 0 DM,36,good,furniture/appliances,3959,< 100 DM,unemployed,4,3,30,none,own,1,management,1,yes,0,Adult,989.75,High Risk
Missing,12,good,car,2390,Missing,> 7 years,4,3,50,none,own,1,skilled,1,yes,0,Middle Age,597.5,Normal
Missing,12,good,furniture/appliances,1736,< 100 DM,4 - 7 years,3,4,31,none,own,1,unskilled,1,no,0,Adult,578.6666666666666,Normal
< 0 DM,30,good,car,3857,< 100 DM,1 - 4 years,4,4,40,none,own,1,management,1,yes,0,Adult,964.25,High Risk
Missing,12,good,furniture/appliances,804,< 100 DM,> 7 years,4,4,38,none,own,1,skilled,1,no,0,Adult,201.0,Normal
< 0 DM,45,good,furniture/appliances,1845,< 100 DM,1 - 4 years,4,4,23,none,other,1,skilled,1,yes,1,Young,461.25,High Risk
1 - 200 DM,45,critical,car,4576,100 - 500 DM,unemployed,3,4,27,none,own,1,skilled,1,no,0,Adult,1525.3333333333333,Normal
